address;webSite;helpPhone;dimensions;coordinates
Сиреневый бульвар, дом 73 ;gym1748v.mskobr.ru;+7 (499) 461-75-73;площадь (кв. м): 253;{type=Point, coordinates=[37.828646413409, 55.804794816426]}
Сиреневый бульвар, дом 73 ;gym1748v.mskobr.ru;+7 (499) 461-75-73;площадь (кв. м): 816;{type=Point, coordinates=[37.828037551962, 55.805439911986]}
Палехская улица, дом 137;schsv760.mskobr.ru;+7 (499) 182-56-10;площадь (кв. м): 252;{type=Point, coordinates=[37.71065180876269, 55.876943224008336]}
улица Авиаторов, дом 8 ;gym1542.mskobr.ru;+7 (495) 934-87-32;площадь (кв. м): 450;{type=Point, coordinates=[37.398277524454, 55.646968440058]}
Ленинский проспект, дом 13А;lic1799.mskobr.ru/;+7 (499) 237-29-81;площадь (кв. м): 288;{type=Point, coordinates=[37.604117924798, 55.722106957696]}
Малая Бронная улица, дом 5-7 ;2123.mskobr.ru;+7 (495) 690-30-97;площадь (кв. м): 345;{type=Point, coordinates=[37.596519834274, 55.759013575883]}
Измайловский бульвар, дом 62;1811.mskobr.ru;+7 (495) 965-87-22;площадь (кв. м): 499.5;{type=Point, coordinates=[37.815277, 55.796509]}
1-я Гражданская улица, дом 96;gym1797.mskobr.ru;+7 (499) 169-59-41;площадь (кв. м): 800;{type=Point, coordinates=[37.708551720485, 55.806699037638]}
1-я Гражданская улица, дом 96;gym1797.mskobr.ru;+7 (499) 169-59-41;площадь (кв. м): 375;{type=Point, coordinates=[37.709391251907, 55.806958797864]}
улица Молодцова, дом 4 ;sch967.mskobr.ru;+7 (499) 477-00-72;площадь (кв. м): 490;{type=Point, coordinates=[37.641706762698, 55.879880645192]}
улица Тихомирова, дом 8А;sch967.mskobr.ru;+7 (499) 479-99-27;площадь (кв. м): 320;{type=Point, coordinates=[37.650112890259, 55.883563741325]}
улица Коминтерна, дом 52;sch1381.mskobr.ru;+7 (499) 184-23-36;площадь (кв. м): 375;{type=Point, coordinates=[37.695685736514, 55.874302371541]}
Мячковский бульвар, дом 14 ;sch1566.mskobr.ru;+7 (499) 784-88-69;площадь (кв. м): 450;{type=Point, coordinates=[37.754592402097, 55.6500254017]}
Мячковский бульвар, дом 14 ;sch1566.mskobr.ru;+7 (499) 784-88-69;площадь (кв. м): 330;{type=Point, coordinates=[37.75446189372, 55.65027643831]}
Люблинская улица, дом 173;sch1566.mskobr.ru;+7 (495) 658-57-83;площадь (кв. м): 390;{type=Point, coordinates=[37.749066466322, 55.646637004207]}
Подольская улица, дом 15;maryno.mskobr.ru;+7 (499) 356-95-61;площадь (кв. м): 512;{type=Point, coordinates=[37.713243588821, 55.652491863597]}
бульвар Дмитрия Донского, дом 6А;sch2114uz.mskobr.ru;+7 (495) 712-11-45;площадь (кв. м): 256;{type=Point, coordinates=[37.570713624466, 55.569884503265]}
улица Каховка, дом 19 ;sch538uz.mskobr.ru;+7 (499) 121-60-80;площадь (кв. м): 1800;{type=Point, coordinates=[37.57584924404086, 55.652053452816126]}
улица Полбина, дом 72 ;mok.mskobr.ru;+7 (495) 354-90-29;площадь (кв. м): 240;{type=Point, coordinates=[37.720697593807, 55.668442412688]}
улица Полбина, дом 72 ;mok.mskobr.ru;+7 (495) 354-90-29;площадь (кв. м): 420;{type=Point, coordinates=[37.720549903737, 55.668752006755]}
Снайперская улица, дом 11А;yandex.ru/maps/org/gbou_shkola_810/1041864666/?ll=37.814429%2C55.720078&source=wizbiz_new_text_single&z=18;+7 (495) 637-00-48;площадь (кв. м): 330;{type=Point, coordinates=[37.813167218313, 55.720161287841]}
5-я улица Соколиной Горы, дом 5;cog429.mskobr.ru;+7 (495) 366-12-51;площадь (кв. м): 504;{type=Point, coordinates=[37.732444919191, 55.762688861266]}
улица Вилиса Лациса, дом 11 ;sch883sz.mskobr.ru;+7 (495) 495-84-28;площадь (кв. м): 800;{type=Point, coordinates=[37.427952651811, 55.862617633385]}
город Троицк, Центральная улица, дом 1А;nsh-school.ru;+7 (495) 851-06-39;площадь (кв. м): 432;{type=Point, coordinates=[37.31124495438, 55.474618734818]}
Тушинская улица, дом 2;sch830sz.mskobr.ru;+7 (495) 491-24-93;площадь (кв. м): 450;{type=Point, coordinates=[37.45465220734, 55.826716669538]}
Щёлковское шоссе, дом 82Б;sch2200.mskobr.ru/;+7 (495) 468-41-28;площадь (кв. м): 800;{type=Point, coordinates=[37.814892740746, 55.807922462528]}
улица Генерала Глаголева, дом 10 ;sch138sz.mskobr.ru;+7 (499) 199-00-24;площадь (кв. м): 336;{type=Point, coordinates=[37.464546875386, 55.781830896638]}
улица Артамонова, дом 11;sch97z.mskobr.ru;+7 (499) 445-06-64;площадь (кв. м): 360.51;{type=Point, coordinates=[37.45579366423207, 55.71838169524403]}
город Зеленоград, ;sch2045zg.mskobr.ru;+7 (499) 729-36-30;площадь (кв. м): 364;{type=Point, coordinates=[37.166565851044, 55.972885388704]}
город Зеленоград, ;sch2045zg.mskobr.ru;+7 (499) 729-36-30;площадь (кв. м): 350;{type=Point, coordinates=[37.166640727107, 55.973846783925]}
город Зеленоград, ;sch2045zg.mskobr.ru;+7 (499) 729-36-30;площадь (кв. м): 160;{type=Point, coordinates=[37.166632549736, 55.97327663603]}
Кантемировская улица, дом 22 ;sch2000u.mskobr.ru;+7 (499) 320-00-00;площадь (кв. м): 504;{type=Point, coordinates=[37.662213462459, 55.642312099704]}
Кантемировская улица, дом 22 ;sch2000u.mskobr.ru;+7 (499) 320-00-00;площадь (кв. м): 390;{type=Point, coordinates=[37.659236210453, 55.642441022975]}
дачный посёлок Кокошкино, Дачная улица, дом 3А;sch2057.mskobr.ru;+7 (495) 845-89-06;площадь (кв. м): 1980;{type=Point, coordinates=[37.160601692873, 55.598597576182]}
Трубная улица, дом 36;sch2054.mskobr.ru;+7 (495) 608-38-27;площадь (кв. м): 525;{type=Point, coordinates=[37.625187580874, 55.772614837632]}
Трубная улица, дом 36;sch2054.mskobr.ru;+7 (495) 608-38-27;площадь (кв. м): 228;{type=Point, coordinates=[37.625327055741, 55.772163448415]}
улица Петровка, дом 23/10 ;sch2054.mskobr.ru;+7 (926) 257-93-73;площадь (кв. м): 450;{type=Point, coordinates=[37.614016910381, 55.765317585008]}
Писцовая улица, дом 7А;sch1164.mskobr.ru;+7 (495) 656-07-50;площадь (кв. м): 600;{type=Point, coordinates=[37.574591966916, 55.796928902232]}
улица Павла Корчагина, дом 18;gym1503.mskobr.ru;+7 (495) 683-77-12;площадь (кв. м): 420;{type=Point, coordinates=[37.662324683565, 55.817752905864]}
Новокосинская улица, дом 41;gym1591.mskobr.ru;+7 (495) 702-32-39;площадь (кв. м): 364;{type=Point, coordinates=[37.871302290947, 55.744106492841]}
3-я Владимирская улица, дом 26А;gymmg.mskobr.ru;+7 (495) 305-37-94;площадь (кв. м): 600;{type=Point, coordinates=[37.78725673512647, 55.75490697142709]}
улица Руднёвка, дом 6;sch2036v.mskobr.ru/;+7 (499) 797-34-10;площадь (кв. м): 150;{type=Point, coordinates=[37.888415593531, 55.715016619784]}
Лухмановская улица, дом 26А;sch2026v.mskobr.ru;+7 (499) 721-06-87;площадь (кв. м): 512;{type=Point, coordinates=[37.908003, 55.720819]}
Амурская улица, дом 60;sch319v.mskobr.ru;+7 (495) 462-54-78;площадь (кв. м): 1800;{type=Point, coordinates=[37.788405490726, 55.812593842268]}
Амурская улица, дом 60;sch319v.mskobr.ru;+7 (495) 462-54-78;площадь (кв. м): 576;{type=Point, coordinates=[37.78915200859808, 55.81277737207335]}
улица Мнёвники, дом 14 ;lyc1560.mskobr.ru;+7 (495) 616-10-10;площадь (кв. м): 450;{type=Point, coordinates=[37.485620907719, 55.774827547553]}
улица Фабрициуса, дом 10 ;gym1551sz.mskobr.ru;+7 (499) 493-90-80;площадь (кв. м): 250;{type=Point, coordinates=[37.44870454959802, 55.84583800576519]}
улица Академика Понтрягина, дом 17 ;sch1368uz.mskobr.ru;+7 (495) 715-00-54;площадь (кв. м): 424;{type=Point, coordinates=[37.501767901708, 55.533314551089]}
Южнобутовская улица, дом 135А;sch1368uz.mskobr.ru;+7 (499) 793-31-36;площадь (кв. м): 448;{type=Point, coordinates=[37.514298015043, 55.530035729263]}
улица Академика Варги, дом 32;sch1101uz.mskobr.ru;+7 (495) 339-77-39;площадь (кв. м): 504;{type=Point, coordinates=[37.476131195308, 55.634291467127]}
улица Островитянова, дом 53 ;sch17uz.mskobr.ru;+7 (495) 420-98-11;площадь (кв. м): 560;{type=Point, coordinates=[37.540169272372, 55.636651312912]}
Херсонская улица, дом 27А;sch15uz.mskobr.ru;+7 (495) 331-54-66;площадь (кв. м): 484;{type=Point, coordinates=[37.560545700833, 55.653016702833]}
Никулинская улица, дом 5;sch1741.mskobr.ru;+7 (495) 232-89-55;площадь (кв. м): 420;{type=Point, coordinates=[37.455604690807, 55.666141823593]}
Никулинская улица, дом 5;sch1741.mskobr.ru;+7 (495) 232-89-55;площадь (кв. м): 162;{type=Point, coordinates=[37.455929238097, 55.666332844959]}
Кутузовский проезд, дом 10;gym1567.mskobr.ru;+7 (495) 134-60-60;площадь (кв. м): 528.48;{type=Point, coordinates=[37.522978273503, 55.7416]}
Поклонная улица, дом 10 ;gym1567.mskobr.ru;+7 (495) 134-60-60;площадь (кв. м): 252;{type=Point, coordinates=[37.528789797622, 55.73684508998]}
улица Щорса, дом 5 ;sch1000.mskobr.ru;+7 (495) 934-31-31;площадь (кв. м): 144;{type=Point, coordinates=[37.40961753609, 55.644726749299]}
проспект Вернадского, дом 55;gym1541.mskobr.ru;+7 (499) 431-04-22;площадь (кв. м): 1540;{type=Point, coordinates=[37.504000870816, 55.672263142745]}
Мичуринский проспект, дом 22 ;sch37.mskobr.ru;+7 (499) 739-35-28;площадь (кв. м): 480;{type=Point, coordinates=[37.503384908073, 55.701780146313]}
улица Столетова, дом 3;sch37.mskobr.ru;+7 (499) 739-35-28;площадь (кв. м): 220;{type=Point, coordinates=[37.504044305557, 55.703586970416]}
Суздальская улица, дом 20 ;novokosino.mos.ru;+7 (495) 701-44-65;площадь (кв. м): 600;{type=Point, coordinates=[37.85274465515587, 55.742424485894155]}
Новомарьинская улица, дом 7 ;sch1566.mskobr.ru;+7 (495) 347-87-26;площадь (кв. м): 222.61;{type=Point, coordinates=[37.749941906549, 55.653450036636]}
улица Гурьянова, дом 6 ;sch1524uv.mskobr.ru;+7 (499) 722-48-08;площадь (кв. м): 378;{type=Point, coordinates=[37.719386499242, 55.691337106]}
улица Вучетича, дом 6;sch218.mskobr.ru/;+7 (495) 611-32-30;площадь (кв. м): 600.3;{type=Point, coordinates=[37.560913356935, 55.808245348878]}
Рублёвское шоссе, дом 24 ;sch1584.mskobr.ru;+7 (495) 415-76-24;площадь (кв. м): 800;{type=Point, coordinates=[37.429271744824234, 55.744822875521564]}
Изюмская улица, дом 28 ;sch1354uz.mskobr.ru;+7 (499) 793-99-60;площадь (кв. м): 765.18;{type=Point, coordinates=[37.563214387202, 55.550219776128]}
Изюмская улица, дом 38 ;sch1354uz.mskobr.ru;+7 (499) 743-18-54;площадь (кв. м): 405.44;{type=Point, coordinates=[37.562620533436, 55.548378563917]}
2-я Напрудная улица, дом 17;sch1955sv.mskobr.ru;+7 (499) 185-18-42;площадь (кв. м): 162;{type=Point, coordinates=[37.687693020809, 55.879708125368]}
Большая Набережная улица, дом 23;sch830sz.mskobr.ru;+7 (495) 491-13-45;площадь (кв. м): 180;{type=Point, coordinates=[37.459227728518, 55.833414284161]}
Малая Переяславская улица, дом 6/8;schuc1297.mskobr.ru;+7 (495) 680-97-43;площадь (кв. м): 450;{type=Point, coordinates=[37.637632918537, 55.78896711427]}
Варшавское шоссе, дом 124А;sch1623u.mskobr.ru;+7 (495) 315-11-11;площадь (кв. м): 220;{type=Point, coordinates=[37.614362971897, 55.627576815455]}
Столовый переулок, дом 10/2 ;2123.mskobr.ru;+7 (495) 690-30-97;площадь (кв. м): 240;{type=Point, coordinates=[37.595105792795, 55.756888508375]}
улица Поляны, дом 53;sch1883uz.mskobr.ru;+7 (495) 716-41-45;площадь (кв. м): 315;{type=Point, coordinates=[37.547269, 55.549947]}
Большая Калитниковская улица, дом 42/5;kdsch1s.mskobr.ru;+7 (495) 611-53-21;площадь (кв. м): 510;{type=Point, coordinates=[37.691728, 55.735885]}
Скобелевская улица, дом 30;sch1883uz.mskobr.ru;+7 (495) 716-67-09;площадь (кв. м): 499.5;{type=Point, coordinates=[37.552422, 55.544683]}
Ленинский проспект, дом 93Б;sch117.mskobr.ru;+7 (499) 138-28-77;площадь (кв. м): 800;{type=Point, coordinates=[37.528542374415956, 55.674511869740655]}
Егерская улица, дом 4;gym1530.mskobr.ru;+7 (495) 603-09-62;площадь (кв. м): 200;{type=Point, coordinates=[37.683964839871, 55.793089389543]}
Красноказарменная улица, дом 19;lefortovo.mos.ru;+7 (495) 361-17-84;площадь (кв. м): 348;{type=Point, coordinates=[37.71075857451806, 55.75480848892618]}
Волжский бульвар, дом 11 ;ryazansky.mos.ru;+7 (495) 371-16-57;площадь (кв. м): 612;{type=Point, coordinates=[37.74744962907627, 55.715167293514824]}
4-я Новокузьминская улица, дом 7 ;ryazansky.mos.ru;+7 (499) 371-16-57;площадь (кв. м): 608;{type=Point, coordinates=[37.7879364971095, 55.710381928325056]}
Окская улица, дом 44 ;ryazansky.mos.ru;+7 (495) 371-16-57;площадь (кв. м): 396;{type=Point, coordinates=[37.775958109270256, 55.7167245890769]}
Зеленодольская улица, дом 20/9;ryazansky.mos.ru;+7 (495) 371-16-57;площадь (кв. м): 746;{type=Point, coordinates=[37.778551783853445, 55.71347114880182]}
4-я Новокузьминская улица, дом 6;ryazansky.mos.ru;+7 (495) 371-16-57;площадь (кв. м): 216;{type=Point, coordinates=[37.79251001672831, 55.711151591909285]}
улица Генерала Кузнецова, дом 16 ;vihyno.org;+7 (499) 796-58-73;площадь (кв. м): 308;{type=Point, coordinates=[37.85641901269599, 55.688319516896854]}
Пронская улица, дом 9 ;vihyno.org;+7 (499) 796-58-73;площадь (кв. м): 432;{type=Point, coordinates=[37.84678018124785, 55.70023122273735]}
1-й Краснокурсантский проезд, дом 1/5 ;lefortovo.mos.ru;+7 (495) 361-17-84;площадь (кв. м): 302.4;{type=Point, coordinates=[37.69042225714417, 55.75732633435732]}
улица Академика Варги, дом 32;sch1101uz.mskobr.ru;+7 (495) 339-77-39;площадь (кв. м): 578;{type=Point, coordinates=[37.477940345288, 55.634212821474]}
